name,mana,card_text,attack,health,durability,class,card_type,rarity,card_mark,minion_type,spell_school
augmented-elekk,3,Whenever you shuffle a card into a deck  shuffle in an extra copy ,3.0,4.0,,['Neutral'],Minion,Epic,4.1,['Beast'],
augmented-porcupine,3,Deathrattle :  Deal this minion's Attack damage randomly split among all enemies ,2.0,4.0,,['Hunter'],Minion,Epic,3.2,['Beast'],
auspicious-spirits,4,Summon a random 4-Cost minion Corrupt :  Summon a 7-Cost minion instead ,,,,['Priest'],Spell,Rare,3.0,,Shadow
autodefense-matrix,1,Secret :  When one of your minions is attacked  give it Divine Shield ,,,,['Paladin'],Spell,Common,3.8,,
avalanche,4,Freeze a minion and deal 3 damage to adjacent ones ,,,,['Shaman'],Spell,Rare,3.7,,
avenge,1,Secret :  When one of your minions dies  give a friendly minion +3/+2 ,,,,['Paladin'],Spell,Common,4.3,,Holy
avenging-wrath,6,Deal 8 damage randomly split among enemy characters ,,,,['Paladin'],Spell,Epic,3.4,,Holy
avian-watcher,5,Battlecry :  If you control a Secret  gain +1/+1 and Taunt ,3.0,6.0,,['Neutral'],Minion,Rare,3.1,,
aviana,10,Your minions cost (1) ,5.0,5.0,,['Druid'],Minion,Legendary,4.1,,
awaken,3,Invoke Galakrond  Deal 1 damage to all minions ,,,,['Warrior'],Spell,Common,3.2,,
awaken-the-makers,1,Quest :  Summon 7 Deathrattle minions Reward :  Amara  Warden of Hope ,,,,['Priest'],Spell,Legendary,4.2,,
axe-berserker,4,Rush  Honorable Kill :  Draw a weapon ,3.0,5.0,,['Warrior'],Minion,Common,3.0,,
axe-flinger,4,Whenever this minion takes damage  deal 2 damage to the enemy hero ,2.0,5.0,,['Warrior'],Minion,Common,2.8,,
aya-blackpaw,6,Battlecry and Deathrattle :  Summon a Jade Golem ,5.0,3.0,,"['Druid', 'Rogue', 'Shaman']",Minion,Legendary,4.5,,
azalina-soulthief,7,Battlecry :  Replace your hand with a copy of your opponent's ,3.0,3.0,,['Neutral'],Minion,Legendary,2.6,,
azerite-elemental,5,At the start of your turn  gain Spell Damage +2 ,2.0,7.0,,['Neutral'],Minion,Epic,2.3,['Elemental'],
azsharan-defector,4,Rush  Deathrattle :  Put a 'Sunken Defector' on the bottom of your deck ,5.0,3.0,,"['Hunter', 'Demon Hunter']",Minion,Rare,3.6,,
azsharan-gardens,1,Give all minions in your hand +1/+1  Put a 'Sunken Gardens' on the bottom of your deck ,,,,['Druid'],Spell,Common,4.0,,
azsharan-mooncatcher,3,Divine Shield  Battlecry :  Put a 'Sunken Mooncatcher' on the bottom of your deck ,4.0,2.0,,['Paladin'],Minion,Rare,3.8,['Mech'],
azsharan-ritual,4,Silence a minion and summon a copy of it  Put 'Sunken Ritual' on the bottom of your deck ,,,,['Priest'],Spell,Rare,2.5,,
azsharan-saber,4,Rush  Deathrattle :  Put a 'Sunken Saber' on the bottom of your deck ,4.0,3.0,,['Hunter'],Minion,Common,2.1,['Beast'],
azsharan-scavenger,2,Battlecry :  Put a 'Sunken Scavenger' on the bottom of your deck ,2.0,3.0,,['Warlock'],Minion,Common,2.9,['Murloc'],
azsharan-scroll,1,Discover a Fire  Frost or Nature spell  Put a 'Sunken Scroll' on the bottom of your deck ,,,,['Shaman'],Spell,Rare,4.6,,
azsharan-sentinel,5,Taunt  Deathrattle :  Put a 'Sunken Sentinel' on the bottom of your deck ,5.0,6.0,,['Neutral'],Minion,Common,3.0,,
azsharan-sweeper,3,Battlecry :  Put 'Sunken Sweeper' on the bottom of your deck ,3.0,4.0,,['Mage'],Minion,Common,2.6,['Mech'],
azsharan-trident,3,Deathrattle :  Put a 'Sunken Trident' on  the bottom of your deck ,3.0,,2.0,['Warrior'],Weapon,Common,2.7,,
azsharan-vessel,5,Summon two 3/3 Pirates with Stealth  Put a 'Sunken Vessel' on the bottom of your deck ,,,,['Rogue'],Spell,Epic,3.1,,
azure-drake,5,Spell Damage +1  Battlecry :  Draw a card ,4.0,5.0,,['Neutral'],Minion,Rare,4.7,['Dragon'],
azure-explorer,4,Spell Damage +2Battlecry :  Discover a Dragon ,2.0,3.0,,['Mage'],Minion,Common,3.6,['Dragon'],
baba-naga,4,Battlecry :  If you've cast a spell while holding this  deal 3 damage ,4.0,4.0,,['Neutral'],Minion,Common,2.9,['Naga'],
babbling-book,1,Battlecry :  Add a random Mage spell to your hand ,1.0,2.0,,['Mage'],Minion,Rare,4.0,,
backfire,3,Draw 3 cards  Deal 3 damage to your hero ,,,,['Warlock'],Spell,Common,4.7,,Fire
backroom-bouncer,4,Whenever a friendly minion dies  gain +1 Attack ,4.0,4.0,,['Neutral'],Minion,Rare,1.9,,
backstab,0,Deal 2 damage to an undamaged minion ,,,,['Rogue'],Spell,Common,4.6,,
backstreet-leper,3,Deathrattle :  Deal 2 damage to the enemy hero ,3.0,1.0,,['Neutral'],Minion,Common,1.4,,
bad-luck-albatross,3,Deathrattle :  Shuffle two 1/1 Albatross into your opponent's deck ,4.0,3.0,,['Neutral'],Minion,Rare,3.9,['Beast'],
baited-arrow,5,Deal 3 damage  Overkill :  Summon a 5/5 Devilsaur ,,,,['Hunter'],Spell,Common,3.0,,
baku-the-mooneater,9,Start of Game :  If your deck has only odd-Cost cards  upgrade your Hero Power ,7.0,8.0,,['Neutral'],Minion,Legendary,4.0,['Beast'],
baleful-banker,2,Battlecry :  Choose a friendly minion  Shuffle a copy of it into your deck ,2.0,2.0,,['Neutral'],Minion,Epic,4.2,,
balinda-stonehearth,6,Battlecry :  Draw 2 spells  Swap their Costs with this minion's stats ,5.0,5.0,,['Mage'],Minion,Legendary,3.1,,
ball-of-spiders,6,Summon three 1/1 Webspinners ,,,,['Hunter'],Spell,Rare,2.8,,
balloon-merchant,4,Battlecry :  Give your Silver Hand Recruits +1 Attack and Divine Shield ,3.0,5.0,,['Paladin'],Minion,Rare,4.0,,
bamboozle,2,Secret :  When one of your minions is attacked  transform it into a random one that costs (3) more ,,,,['Rogue'],Spell,Epic,4.7,,
banana-buffoon,3,Battlecry :  Add 2 Bananas to your hand ,2.0,2.0,,['Neutral'],Minion,Common,2.9,,
banana-vendor,3,Battlecry :  Add 2 Bananas to each player's hand ,2.0,4.0,,['Neutral'],Minion,Common,2.0,,
bandersmosh,5,Each turn this is in your hand  transform it into a 5/5 copy of a random Legendary minion ,5.0,5.0,,['Shaman'],Minion,Legendary,3.0,,
bane-of-doom,5,Deal 2 damage to a character  If that kills it  summon a random Demon ,,,,['Warlock'],Spell,Epic,3.6,,Shadow
banjosaur,10,RushWhenever this attacks  draw a Beast and gain its stats ,5.0,6.0,,['Hunter'],Minion,Rare,2.7,['Beast'],
banshee,1,Deathrattle :  Give a random friendly Undead +2/+1 ,2.0,1.0,,['Neutral'],Minion,Rare,2.9,['Undead'],
barak-kodobane,5,Battlecry :  Draw a 1  2  and 3-Cost spell ,3.0,5.0,,['Hunter'],Minion,Legendary,3.9,,
barbaric-sorceress,6,Taunt  Battlecry :  Swap the Cost of a random spell in each player's hand ,3.0,7.0,,['Neutral'],Minion,Common,2.4,['Naga'],
barbed-nets,1,Deal 2 damage to an enemy  If you played a Naga while holding this  choose a second target ,,,,['Hunter'],Spell,Common,4.7,,
barista-lynchen,5,Battlecry :  Add a copy of each of your other Battlecry minions to your hand ,4.0,5.0,,['Neutral'],Minion,Legendary,3.8,,
baritone-imp,2,Battlecry :  Take Fatigue damage  Gain that much Attack and Health ,2.0,2.0,,['Warlock'],Minion,Common,3.1,['Demon'],
barkskin,1,Give a minion +3 Health  Gain 3 Armor ,,,,['Druid'],Spell,Common,3.2,,Nature
barnes,5,Battlecry :  Summon a 1/1 copy of a random minion in your deck ,3.0,4.0,,['Neutral'],Minion,Legendary,4.1,,
baron-geddon,7,At the end of your turn  deal 2 damage to ALL other characters ,7.0,7.0,,['Neutral'],Minion,Legendary,3.8,['Elemental'],
baron-rivendare,4,Your minions trigger their Deathrattles twice ,1.0,7.0,,['Neutral'],Minion,Legendary,3.2,,
baroness-vashj,4,If this would transform into a minion  summon that minion instead ,3.0,6.0,,['Shaman'],Minion,Legendary,3.7,['Naga'],
barrel-of-monkeys,2,Summon a 1/4 Monkey with Taunt (3 Monkeys left!),,,,['Hunter'],Spell,Rare,3.1,,
barrens-blacksmith,5,Frenzy :  Give your other minions +2/+2 ,3.0,5.0,,['Neutral'],Minion,Epic,2.4,,
barrens-scavenger,6,TauntCosts (1) while your deck has 10 or fewer cards ,6.0,6.0,,['Warlock'],Minion,Epic,3.5,,
barrens-stablehand,7,Battlecry :  Summon a random Beast ,5.0,5.0,,['Neutral'],Minion,Epic,1.5,,
barrens-trapper,3,Your Deathrattle cards cost (1) less ,2.0,4.0,,['Neutral'],Minion,Common,2.5,,
barricade,4,Summon a 2/4 Guard with Taunt  If it's your only minion  summon another ,,,,"['Paladin', 'Warrior']",Spell,Common,3.1,,
bash,2,Deal 3 Damage Gain 3 Armor ,,,,['Warrior'],Spell,Common,4.2,,
batterhead,8,Rush  After this minion attacks and kills a minion  it may attack again ,3.0,12.0,,['Neutral'],Minion,Epic,2.8,,
battle-rage,2,Draw a card for each damaged friendly character ,,,,['Warrior'],Spell,Common,4.0,,
battle-vicar,2,Battlecry :  Discover a Holy spell ,1.0,3.0,,['Paladin'],Minion,Rare,4.0,,
battlefield-necromancer,2,At the end of your turn  raise a Corpse as a 1/3 Risen Footman with Taunt ,2.0,3.0,,['Death Knight'],Minion,Common,4.0,,
battlefiend,1,After your hero attacks  gain +1 Attack ,1.0,2.0,,"['Hunter', 'Demon Hunter']",Minion,Common,4.8,['Demon'],
battleground-battlemaster,6,Adjacent minions have Windfury ,5.0,5.0,,['Neutral'],Minion,Common,4.0,,
battleworn-vanguard,2,After your hero attacks  summon two 1/1 Felwings ,2.0,2.0,,"['Hunter', 'Demon Hunter']",Minion,Common,3.9,,
batty-guest,1,Deathrattle :  Summon a 2/1 Bat ,1.0,1.0,,['Hunter'],Minion,Common,3.7,,
bazaar-burglary,1,Quest :  Add 4 cards from other classes to your hand Reward :  Ancient Blades ,,,,['Rogue'],Spell,Legendary,4.4,,
bazaar-mugger,5,RushBattlecry :  Add a random minion from another class to your hand ,3.0,5.0,,[],Minion,Rare,2.8,,
beakered-lightning,0,Deal 1 damage to all minions  Overload :  (2) ,,,,['Shaman'],Spell,Common,2.6,,Nature
beaming-sidekick,1,Battlecry :  Give a frinedly minion +2 Health ,1.0,2.0,,['Neutral'],Minion,Common,3.2,,
bear-trap,2,Secret :  After your hero is attacked  summon a 3/3 Bear with Taunt ,,,,['Hunter'],Spell,Common,4.0,,
bearon-glashear,7,Battlecry :  For each Frost spell you've cast this game  summon a 3/4 Elemental that Freezes ,6.0,6.0,,['Shaman'],Minion,Legendary,3.0,['Elemental'],
bearshark,3,Can't be targeted by spells or Hero Powers ,4.0,3.0,,['Hunter'],Minion,Common,4.2,['Beast'],
beastmaster-leoroxx,8,Battlecry :  Summon 3 Beasts from your hand ,5.0,5.0,,['Hunter'],Minion,Legendary,4.1,,
beaststalker-tavish,6,Battlecry :  Discover and cast 2 Improved Secrets ,,,,['Hunter'],Hero,Legendary,4.0,,
beatboxer,3,Combo :  Deal 4 damage randomly split among all enemies ,4.0,3.0,,['Rogue'],Minion,Rare,3.7,['Mech'],
beckoner-of-evil,2,Battlecry :  Give your C'Thun +2/+2 (wherever it is) ,2.0,3.0,,['Neutral'],Minion,Common,4.1,,
beeees,3,Choose a minion  Summon four 1/1 Bees that attack it ,,,,['Druid'],Spell,Common,4.3,,
beetlemancy,5,Choose One - Gain 12 Armor; or Summon two 3/3 Beetles with Taunt ,,,,['Druid'],Spell,Rare,3.2,,
belligerent-gnome,2,TauntBattlecry :  If your opponent has 2 or more minions  gain +1 Attack ,1.0,4.0,,['Neutral'],Minion,Rare,3.9,,
bellringer-sentry,4,Battlecry and Deathrattle :  Put a Secret from your deck into the battlefield ,3.0,4.0,,['Paladin'],Minion,Rare,4.0,,
beneath-the-grounds,3,Shuffle 3 Ambushes into your opponent's deck  When drawn  you summon a 4/4 Nerubian ,,,,['Rogue'],Spell,Epic,3.9,,
benevolent-djinn,3,At the end of your turn  restore 3 Health to your hero ,2.0,4.0,,['Paladin'],Minion,Common,3.8,['Elemental'],
beryllium-nullifier,7,MagneticCan't be targeted by spells or Hero Powers ,4.0,8.0,,['Warrior'],Minion,Epic,2.5,['Mech'],
best-in-shell,6,TradeableSummon two 2/7 Turtles with Taunt ,,,,['Druid'],Spell,Common,3.0,,
bestial-wrath,1,Give a Beast +2 Attack and Immune this turn ,,,,['Hunter'],Spell,Epic,2.4,,
betrayal,2,Force an enemy minion to deal its damage to the minions next to it ,,,,['Rogue'],Spell,Common,3.1,,
bewitched-guardian,5,TauntBattlecry :  Gain +1 Health for each card in your hand ,4.0,1.0,,['Druid'],Minion,Rare,3.1,,
bibliomite,2,Battlecry :  Choose a card in your hand to shuffle into your deck ,5.0,4.0,,"['Hunter', 'Demon Hunter']",Minion,Common,3.1,,
big-bad-archmage,10,At the end of your turn  summon a random 6-Cost minion ,6.0,6.0,,['Neutral'],Minion,Epic,2.3,,
big-bad-voodoo,2,Give a friendly minion Deathrattle :  Summon a random minion that costs (1) more ,,,,['Shaman'],Spell,Epic,2.6,,Shadow
big-dreams,5,Summon the highest Cost Beast from your hand  It goes Dormant for 2 turns ,,,,['Hunter'],Spell,Rare,1.9,,
big-game-hunter,4,Battlecry :  Destroy a minion with an Attack of 7 or more ,4.0,2.0,,['Neutral'],Minion,Epic,3.4,,
big-ol-whelp,5,Battlecry :  Draw a card ,5.0,5.0,,['Neutral'],Minion,Common,4.2,['Dragon'],
big-time-racketeer,6,Battlecry :  Summon a 6/6 Ogre ,1.0,1.0,,['Neutral'],Minion,Common,3.0,,
bilefin-tidehunter,2,Battlecry :  Summon a 1/1 Ooze with Taunt ,2.0,1.0,,['Neutral'],Minion,Common,3.8,['Murloc'],
binding-heal,1,Restore 5 Health to a minion and your hero ,,,,['Priest'],Spell,Common,4.1,,Holy
biology-project,1,Each player gains 2 Mana Crystals ,,,,['Druid'],Spell,Common,3.8,,Nature
bioluminescence,3,Give your minions Spell Damage +1 ,,,,['Shaman'],Spell,Epic,3.9,,Nature
bite,4,Give your hero +4 Attack this turn and 4 Armor ,,,,['Druid'],Spell,Rare,3.0,,
biteweed,2,Combo :  Gain +1/+1 for each other card you've played this turn ,1.0,1.0,,['Rogue'],Minion,Epic,3.5,,
bittertide-hydra,5,Whenever this minion takes damage  deal 3 damage to your hero ,8.0,8.0,,['Neutral'],Minion,Epic,3.3,['Beast'],
black-cat,3,Spell Damage +1Battlecry :  If your deck has only odd-Cost cards  draw a card ,3.0,3.0,,['Mage'],Minion,Common,4.2,['Beast'],
blackguard,6,Whenever your hero is healed  deal that much damage to a random enemy minion ,3.0,9.0,,['Paladin'],Minion,Epic,4.0,,
blackhowl-gunspire,7,Can't Attack  Whenever this takes damage  deal 3 damage to a random enemy ,3.0,8.0,,['Warrior'],Minion,Legendary,2.2,,
blackjack-stunner,1,Battlecry :  If you control a Secret  return a minion to its owner's hand  It costs (2) more ,1.0,2.0,,['Rogue'],Minion,Rare,4.6,,
blackrock-n-roll,5,Give all minions in your deck Attack and Health equal to their cost ,,,,['Warrior'],Spell,Legendary,2.6,,Fire
blackscale-brute,7,Taunt  Battlecry :  If you have a weapon equipped  summon a 5/6 Naga with Rush ,5.0,6.0,,['Warrior'],Minion,Rare,3.9,['Naga'],
blacksmithing-hammer,4,TradeableAfter you Trade this  gain +2 Durability ,5.0,,1.0,['Warrior'],Weapon,Rare,3.7,,
blackwald-pixie,3,Battlecry :  Refresh your Hero Power ,3.0,4.0,,['Neutral'],Minion,Common,3.2,,
blackwater-behemoth,7,Colossal +1Lifesteal,8.0,10.0,,['Priest'],Minion,Legendary,3.4,['Beast'],
blackwater-cutlass,1,TradeableAfter you Trade this  reduce the cost of a spell in your hand by (1) ,2.0,,2.0,['Rogue'],Weapon,Common,4.5,,
blackwater-pirate,4,Your weapons cost (2) less ,2.0,5.0,,['Neutral'],Minion,Rare,3.2,['Pirate'],
blackwing-corruptor,5,Battlecry :  If you're holding a Dragon  deal 3 damage ,5.0,4.0,,['Neutral'],Minion,Common,4.5,,
blackwing-technician,3,Battlecry :  If you're holding a Dragon  gain +1/+1 ,2.0,4.0,,['Neutral'],Minion,Common,4.1,,
blade-dance,3,Deal damage equal to your hero's Attack to 3 random enemy minions ,,,,"['Hunter', 'Demon Hunter']",Spell,Rare,4.0,,
blade-flurry,2,Destroy your weapon and deal its damage to all enemy minions ,,,,['Rogue'],Spell,Rare,1.9,,
blade-of-cthun,9,Battlecry :  Destroy a minion  Add its Attack and Health to C'Thun's (wherever it is) ,4.0,4.0,,['Rogue'],Minion,Epic,4.2,,
bladed-cultist,1,Combo :  Gain +1/+1 ,1.0,2.0,,['Rogue'],Minion,Common,3.9,,
bladed-gauntlet,2,Has Attack equal to your Armor  Can't attack heroes ,0.0,,2.0,['Warrior'],Weapon,Epic,3.1,,
bladed-lady,6,RushCosts (1) if your hero has 6 or more attack ,6.0,6.0,,"['Hunter', 'Demon Hunter']",Minion,Rare,4.6,['Demon'],
blademaster-okani,4,Battlecry :  Secretly choose to Counter the next minion or spell your opponent plays while this is alive ,2.0,6.0,,['Neutral'],Minion,Legendary,3.9,,
blademaster-samuro,4,RushFrenzy :  Deal damage equal to this minion's Attack to all enemy minions ,1.0,6.0,,['Neutral'],Minion,Legendary,3.8,,
bladestorm,3,Deal 1 damage to all minions  Repeat until one dies ,,,,['Warrior'],Spell,Epic,4.2,,
blast-wave,5,Deal 2 damage to all minions  Overkill :  Add a random Mage spell to your hand ,,,,['Mage'],Spell,Epic,2.9,,Fire
blastcrystal-potion,4,Destroy a minion and one of your Mana Crystals ,,,,['Warlock'],Spell,Common,3.2,,Shadow
blastmaster-boom,7,Battlecry :  Summon two 1/1 Boom Bots for each Bomb in your opponent's deck ,7.0,7.0,,['Warrior'],Minion,Legendary,4.4,,
blatant-decoy,6,Deathrattle :  Each player summons the lowest Cost minion from their hand ,5.0,5.0,,['Neutral'],Minion,Epic,2.7,,
blazecaller,7,Battlecry :  If you played an Elemental last turn  deal 5 damage ,6.0,6.0,,['Neutral'],Minion,Epic,4.6,['Elemental'],
blazing-battlemage,1,You must be logged in to post a comment ,2.0,2.0,,['Neutral'],Minion,Common,4.3,,
blazing-invocation,1,Discover a Battlecry minion ,,,,['Shaman'],Spell,Rare,3.7,,Fire
blazing-power,2,Give a minion +1/+1  Repeat for each friendly damaged character ,,,,['Warrior'],Spell,Common,3.7,,Fire
blazing-transmutation,1,Choose a minion  Discover one that costs (1) more to transform it into ,,,,['Shaman'],Spell,Common,4.6,,Fire
bless,2,Give a minion +2 Health then set its Attack to be equal to its Health ,,,,['Priest'],Spell,Rare,4.4,,Holy
blessed-champion,5,Double a minion's Attack ,,,,['Paladin'],Spell,Rare,2.4,,Holy
blessed-goods,1,Discover a Secret  weapon  or Divine Shield minion ,,,,['Paladin'],Spell,Common,3.6,,Holy
blessing-of-authority,5,Give a minion +8/+8  It can't attack heroes this turn ,,,,['Paladin'],Spell,Rare,4.0,,Holy
blessing-of-kings,4,Give a minion +4/+4  (+4 Attack/+4 Health),,,,['Paladin'],Spell,Common,4.0,,Holy
blessing-of-might,1,Give a minion +3 Attack ,,,,['Paladin'],Spell,,3.0,,Holy
blessing-of-the-ancients,3,TwinspellGive your minions +1/+1 ,,,,['Druid'],Spell,Common,3.3,,Nature
blessing-of-wisdom,1,Choose a minion  Whenever it attacks  draw a card ,,,,['Paladin'],Spell,Common,2.8,,Holy
blightblood-berserker,8,Taunt  Lifesteal  Reborn  Deathrattle :  Deal 3 damage to a random enemy ,3.0,8.0,,['Shaman'],Minion,Epic,3.4,['Undead'],
blightfang,3,Battlecry :  Infect all enemy minions  When they die  you summon a 2/2 Zombie with Taunt ,3.0,4.0,,['Death Knight'],Minion,Legendary,4.2,['Beast'],
blightnozzle-crawler,4,Deathrattle :  Summon a 1/1 Ooze with Poisonous and Rush ,2.0,4.0,,['Rogue'],Minion,Rare,2.6,['Mech'],
blingtron-3000,5,Battlecry :  Equip a random weapon for each player ,3.0,4.0,,['Neutral'],Minion,Legendary,2.4,['Mech'],
blink-fox,3,Battlecry :  Add a random card to your hand (from your opponent's class) ,3.0,3.0,,[],Minion,Common,4.4,['Beast'],
blistering-rot,3,At the end of your turn  summon a Rot with stats equal to this minion's ,1.0,2.0,,['Neutral'],Minion,Rare,2.4,,
blizzard,6,Deal 2 damage to all enemy minions and Freeze them ,,,,['Mage'],Spell,Rare,4.6,,
bloated-python,3,Deathrattle :  Summon a 4/4 Hapless Handler ,1.0,2.0,,['Hunter'],Minion,Rare,3.5,['Beast'],
blood-boil,5,LifestealInfect all enemy minions  At the end of your turn  they take 2 damage ,,,,['Death Knight'],Spell,Epic,4.1,,Shadow
blood-crusader,6,Battlecry :  Your next Paladin minion this turn costs Health instead of Mana ,5.0,5.0,,['Paladin'],Minion,Epic,4.5,,
blood-guard,5,Whenever this minion takes damage  give your minions +1 Attack ,4.0,7.0,,['Neutral'],Minion,Common,2.3,,
blood-herald,5,Whenever a friendly minion dies while this is in your hand  gain +1/+1 ,1.0,1.0,,"['Hunter', 'Demon Hunter']",Minion,Common,2.0,,
blood-imp,1,Stealth  At the end of your turn  give another random friendly minion +1 Health ,0.0,1.0,,['Warlock'],Minion,Common,3.0,['Demon'],
blood-in-the-water,6,Deal 3 damage to an enemy  Summon a 5/5 Shark with Rush ,,,,['Rogue'],Spell,Common,3.2,,
blood-knight,3,Battlecry :  All minions lose Divine Shield  Gain +3/+3 for each Shield lost ,3.0,3.0,,['Neutral'],Minion,Epic,3.5,,
blood-matriarch-liadrin,2,After you summon a minion with less Attack than this  give it Divine Shield and Rush ,3.0,2.0,,['Paladin'],Minion,Legendary,4.2,,
blood-of-ghuun,9,TauntAt the end of your turn  summon a 5/5 copy of a minion in your deck ,8.0,8.0,,['Priest'],Minion,Epic,4.2,['Elemental'],
blood-of-the-ancient-one,9,If you control two of these at the end of your turn  merge them into 'The Ancient One' ,9.0,9.0,,['Neutral'],Minion,Epic,2.7,,
blood-queen-lanathel,5,LifestealHas +1 Attack for each card you've discarded this game ,1.0,6.0,,['Warlock'],Minion,Legendary,2.1,,
blood-razor,4,Battlecry and Deathrattle :  Deal 1 damage to all minions ,2.0,,2.0,['Warrior'],Weapon,Common,3.8,,
blood-shard-bristleback,3,Lifesteal  Battlecry :  If your deck contains 10 or fewer cards  deal 6 damage to a minion ,3.0,3.0,,['Warlock'],Minion,Rare,3.4,['Quilboar'],
