,name,cardSet,type,text,playerClass,rarity,health,mechanics,cost,attack,race,spellSchool,durability,Category,armor,multiClassGroup
311,Bane of Doom,Classic,Spell,"Deal $2 damage to_a character. If that kills it, summon a random Demon.",Warlock,Epic,,,5.0,,,Shadow,,Classic,,
313,Blessed Champion,Classic,Spell,Double a minion's Attack.,Paladin,Rare,,,5.0,,,Holy,,Classic,,
314,Brawl,Classic,Spell,Destroy all minions except one. <i>(chosen randomly)</i>,Warrior,Epic,,,5.0,,,,,Classic,,
315,Captain Greenskin,Classic,Minion,<b>Battlecry:</b> Give your weapon +1/+1.,Neutral,Legendary,4.0,[{'name': 'Battlecry'}],5.0,5.0,Pirate,,,Classic,,
318,Doomhammer,Classic,Weapon,"<b>Windfury, Overload:</b> (2)",Shaman,Epic,,"[{'name': 'Overload'}, {'name': 'Windfury'}]",5.0,2.0,,,8.0,Classic,,
320,Druid of the Claw,Classic,Minion,[x]<b>Choose One -</b> Transform\ninto a 5/4 with <b>Rush</b>;\nor a 5/6 with <b>Taunt</b>.,Druid,Common,4.0,"[{'name': 'Taunt'}, {'name': 'Rush'}]",5.0,5.0,,,,Classic,,
323,Earth Elemental,Classic,Minion,<b>Taunt</b>\n<b><b>Overload</b>:</b> (2),Shaman,Epic,8.0,"[{'name': 'Overload'}, {'name': 'Taunt'}]",5.0,7.0,Elemental,,,Classic,,
324,Explosive Shot,Classic,Spell,Deal $5 damage to a minion and $2 damage to adjacent ones.,Hunter,Rare,,,5.0,,,Fire,,Classic,,
325,Faceless Manipulator,Classic,Minion,<b>Battlecry:</b> Choose a minion and become a copy of it.,Neutral,Epic,3.0,[{'name': 'Battlecry'}],5.0,3.0,,,,Classic,,
326,Fen Creeper,Classic,Minion,<b>Taunt</b>,Neutral,Common,6.0,[{'name': 'Taunt'}],5.0,3.0,,,,Classic,,
327,Force of Nature,Classic,Spell,Summon three 2/2 Treants.,Druid,Epic,,,5.0,,,Nature,,Classic,,
328,Harrison Jones,Classic,Minion,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,Neutral,Legendary,4.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Classic,,
329,Holy Wrath,Classic,Spell,Draw a card and deal_damage equal to_its Cost.,Paladin,Rare,,[{'name': 'AffectedBySpellPower'}],5.0,,,Holy,,Classic,,
330,Silver Hand Knight,Classic,Minion,<b>Battlecry:</b> Summon a 2/2_Squire.,Neutral,Common,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Classic,,
331,Siphon Soul,Classic,Spell,Destroy a minion. Restore #3 Health to_your hero.,Warlock,Rare,,,5.0,,,Shadow,,Classic,,
332,Spiteful Smith,Classic,Minion,Your weapon has +2 Attack while this is damaged.,Neutral,Common,6.0,,5.0,4.0,,,,Classic,,
333,Stampeding Kodo,Classic,Minion,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,Neutral,Rare,5.0,[{'name': 'Battlecry'}],5.0,3.0,Beast,,,Classic,,
334,Starfall,Classic,Spell,<b>Choose One -</b>\nDeal $5 damage to a minion; or $2 damage to all enemy minions.,Druid,Rare,,,5.0,,,Arcane,,Classic,,
337,Stranglethorn Tiger,Classic,Minion,<b>Stealth</b>,Neutral,Common,5.0,[{'name': 'Stealth'}],5.0,5.0,Beast,,,Classic,,
338,Temple Enforcer,Classic,Minion,<b>Battlecry:</b> Give a friendly minion +3 Health.,Priest,Common,6.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Classic,,
339,Venture Co. Mercenary,Classic,Minion,Your minions cost (3) more.,Neutral,Common,6.0,[{'name': 'Aura'}],5.0,7.0,,,,Classic,,
340,Argent Commander,Classic,Minion,<b>Charge</b>\n<b>Divine Shield</b>,Neutral,Rare,2.0,"[{'name': 'Charge'}, {'name': 'Divine Shield'}]",6.0,4.0,,,,Classic,,
341,Avenging Wrath,Classic,Spell,Deal $8 damage randomly split among all enemies.,Paladin,Epic,,[{'name': 'ImmuneToSpellpower'}],6.0,,,Holy,,Classic,,
342,Blizzard,Classic,Spell,Deal $2 damage to all enemy minions and <b>Freeze</b> them.,Mage,Rare,,[{'name': 'Freeze'}],6.0,,,Frost,,Classic,,
343,Cabal Shadow Priest,Classic,Minion,<b>Battlecry:</b> Take control of an enemy minion that has 2 or less Attack.,Priest,Epic,5.0,[{'name': 'Battlecry'}],6.0,4.0,,,,Classic,,
344,Cairne Bloodhoof,Classic,Minion,<b>Deathrattle:</b> Summon a 5/5 Baine Bloodhoof.,Neutral,Legendary,5.0,[{'name': 'Deathrattle'}],6.0,5.0,,,,Classic,,
346,Frost Elemental,Classic,Minion,<b>Battlecry:</b> <b>Freeze</b> a_character.,Neutral,Common,5.0,"[{'name': 'Battlecry'}, {'name': 'Freeze'}]",6.0,5.0,Elemental,,,Classic,,
347,Gadgetzan Auctioneer,Classic,Minion,"Whenever you cast a spell, draw a card.",Neutral,Rare,4.0,,6.0,4.0,,,,Classic,,
348,Hogger,Classic,Minion,"At the end of your turn, summon a 2/2 Gnoll with_<b>Taunt</b>.",Neutral,Legendary,4.0,[{'name': 'Taunt'}],6.0,4.0,,,,Classic,,
350,Kidnapper,Classic,Minion,<b>Combo:</b> Return a minion to_its owner's hand.,Rogue,Epic,3.0,[{'name': 'Combo'}],6.0,5.0,,,,Classic,,
351,Nourish,Classic,Spell,<b>Choose One -</b> Gain 2_Mana Crystals; or Draw 3 cards.,Druid,Rare,,,6.0,,,Nature,,Classic,,
352,Priestess of Elune,Classic,Minion,<b>Battlecry:</b> Restore #4 Health to your hero.,Neutral,Common,4.0,[{'name': 'Battlecry'}],6.0,5.0,,,,Classic,,
354,Savannah Highmane,Classic,Minion,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,Hunter,Rare,5.0,[{'name': 'Deathrattle'}],6.0,6.0,Beast,,,Classic,,
355,Sunwalker,Classic,Minion,<b>Taunt</b>\n<b>Divine Shield</b>,Neutral,Rare,5.0,"[{'name': 'Taunt'}, {'name': 'Divine Shield'}]",6.0,4.0,,,,Classic,,
356,The Beast,Classic,Minion,[x]<b>Deathrattle:</b> Summon a\n3/3 Pip Quickwit for\nyour opponent.,Neutral,Legendary,7.0,[{'name': 'Deathrattle'}],6.0,9.0,Beast,,,Classic,,
357,The Black Knight,Classic,Minion,<b>Battlecry:</b> Destroy an enemy minion with <b>Taunt</b>.,Neutral,Legendary,5.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",6.0,4.0,,,,Classic,,
358,Windfury Harpy,Classic,Minion,<b>Windfury</b>,Neutral,Common,5.0,[{'name': 'Windfury'}],6.0,4.0,,,,Classic,,
359,Xavius,Classic,Minion,"After you play a card, summon a 2/1 Satyr.",Neutral,Legendary,5.0,,6.0,7.0,Demon,,,Classic,,
360,Ancient of Lore,Classic,Minion,<b>Choose One -</b> Draw 2 cards; or Restore #5 Health.,Druid,Epic,5.0,,7.0,5.0,,,,Classic,,
361,Ancient of War,Classic,Minion,<b>Choose One -</b>\n+5 Attack; or +5 Health and <b>Taunt</b>.,Druid,Epic,5.0,[{'name': 'Taunt'}],7.0,5.0,,,,Classic,,
364,Archmage Antonidas,Classic,Minion,"Whenever you cast a spell, add a 'Fireball' spell to_your hand.",Mage,Legendary,7.0,,7.0,5.0,,,,Classic,,
365,Baron Geddon,Classic,Minion,"At the end of your turn, deal 2 damage to ALL other characters.",Neutral,Legendary,7.0,,7.0,7.0,Elemental,,,Classic,,
366,Gladiator's Longbow,Classic,Weapon,Your hero is <b>Immune</b> while attacking.,Hunter,Epic,,,7.0,5.0,,,2.0,Classic,,
367,Gorehowl,Classic,Weapon,Attacking a minion costs 1 Attack instead of 1 Durability.,Warrior,Epic,,,7.0,7.0,,,1.0,Classic,,
368,Ravenholdt Assassin,Classic,Minion,<b>Stealth</b>,Neutral,Rare,5.0,[{'name': 'Stealth'}],7.0,7.0,,,,Classic,,
371,Al'Akir the Windlord,Classic,Minion,"<b>Charge, Divine Shield, Taunt, Windfury</b>",Shaman,Legendary,6.0,"[{'name': 'Charge'}, {'name': 'Divine Shield'}, {'name': 'Windfury'}, {'name': 'Taunt'}]",8.0,3.0,Elemental,,,Classic,,
372,Cenarius,Classic,Minion,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,Druid,Legendary,8.0,[{'name': 'Taunt'}],8.0,5.0,,,,Classic,,
374,Grommash Hellscream,Classic,Minion,<b>Charge</b>\nHas +6 Attack while damaged.,Warrior,Legendary,9.0,[{'name': 'Charge'}],8.0,4.0,,,,Classic,,
375,Gruul,Classic,Minion,"At the end of each turn, gain +1/+1 .",Neutral,Legendary,7.0,,8.0,7.0,,,,Classic,,
376,Lay on Hands,Classic,Spell,Restore #8 Health. Draw_3 cards.,Paladin,Epic,,,8.0,,,Holy,,Classic,,
378,Tirion Fordring,Classic,Minion,"<b><b>Divine Shield</b>,</b> <b>Taunt</b> <b>Deathrattle:</b> Equip a 5/3_Ashbringer.",Paladin,Legendary,6.0,"[{'name': 'Divine Shield'}, {'name': 'Taunt'}, {'name': 'Deathrattle'}]",8.0,6.0,,,,Classic,,
379,Twisting Nether,Classic,Spell,Destroy all minions.,Warlock,Epic,,,8.0,,,Shadow,,Classic,,
380,Alexstrasza,Classic,Minion,<b>Battlecry:</b> Set a hero's remaining Health to 15.,Neutral,Legendary,8.0,[{'name': 'Battlecry'}],9.0,8.0,Dragon,,,Classic,,
381,King Krush,Classic,Minion,<b>Charge</b>,Hunter,Legendary,8.0,[{'name': 'Charge'}],9.0,8.0,Beast,,,Classic,,
383,Malygos,Classic,Minion,<b>Spell Damage +5</b>,Neutral,Legendary,12.0,[{'name': 'Spell Damage'}],9.0,4.0,Dragon,,,Classic,,
384,Nozdormu,Classic,Minion,Players only have 15 seconds to take their_turns.,Neutral,Legendary,8.0,,9.0,8.0,Dragon,,,Classic,,
385,Onyxia,Classic,Minion,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,Neutral,Legendary,8.0,[{'name': 'Battlecry'}],9.0,8.0,Dragon,,,Classic,,
386,Ysera,Classic,Minion,"At the end of your turn, add_a Dream Card to_your hand.",Neutral,Legendary,12.0,,9.0,4.0,Dragon,,,Classic,,
387,Deathwing,Classic,Minion,<b>Battlecry:</b> Destroy all other minions and discard your_hand.,Neutral,Legendary,12.0,[{'name': 'Battlecry'}],10.0,12.0,Dragon,,,Classic,,
388,Pyroblast,Classic,Spell,Deal $10 damage.,Mage,Epic,,,10.0,,,Fire,,Classic,,
389,Sea Giant,Classic,Minion,Costs (1) less for each other minion on the battlefield.,Neutral,Epic,8.0,,10.0,8.0,,,,Classic,,
397,Conceal,Hall of Fame,Spell,Give your minions <b>Stealth</b> until your next_turn.,Rogue,Common,,[{'name': 'Stealth'}],1.0,,,Shadow,,Hall of Fame,,
400,Ice Lance,Hall of Fame,Spell,"<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal $4 damage instead.",Mage,Common,,[{'name': 'Freeze'}],1.0,,,Frost,,Hall of Fame,,
401,Naturalize,Hall of Fame,Spell,Destroy a minion.\nYour opponent draws 2_cards.,Druid,Common,,,1.0,,,Nature,,Hall of Fame,,
402,Northshire Cleric,Hall of Fame,Minion,"Whenever a minion is healed, draw a card.",Priest,Common,3.0,,1.0,1.0,,,,Hall of Fame,,
404,Power Overwhelming,Hall of Fame,Spell,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",Warlock,Common,,,1.0,,,Shadow,,Hall of Fame,,
406,Captain's Parrot,Hall of Fame,Minion,<b>Battlecry:</b> Draw a Pirate from your deck.,Neutral,Epic,1.0,[{'name': 'Battlecry'}],2.0,1.0,Beast,,,Hall of Fame,,
407,Divine Spirit,Hall of Fame,Spell,Double a minion's Health.,Priest,Common,,,2.0,,,Holy,,Hall of Fame,,
408,Mind Blast,Hall of Fame,Spell,Deal $5 damage to the enemy hero.,Priest,Common,,,2.0,,,Shadow,,Hall of Fame,,
409,Murkspark Eel,Hall of Fame,Minion,"<b>Battlecry:</b> If your deck has only even-Cost cards, deal_2 damage.",Shaman,Rare,3.0,[{'name': 'Battlecry'}],2.0,2.0,Beast,,,Hall of Fame,,
410,Acolyte of Pain,Hall of Fame,Minion,"Whenever this minion takes damage, draw a_card.",Neutral,Common,3.0,,3.0,1.0,,,,Hall of Fame,,
411,Black Cat,Hall of Fame,Minion,"<b>Spell Damage +1</b>\n <b>Battlecry:</b> If your deck has only odd-Cost cards, draw a card.",Mage,Common,3.0,"[{'name': 'Battlecry'}, {'name': 'Spell Damage'}]",3.0,3.0,Beast,,,Hall of Fame,,
412,Coldlight Oracle,Hall of Fame,Minion,<b>Battlecry:</b> Each player draws 2 cards.,Neutral,Rare,2.0,[{'name': 'Battlecry'}],3.0,2.0,Murloc,,,Hall of Fame,,
413,Divine Favor,Hall of Fame,Spell,Draw cards until you have as many in hand as your opponent.,Paladin,Rare,,,3.0,,,Holy,,Hall of Fame,,
414,Ice Block,Hall of Fame,Spell,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",Mage,Epic,,[{'name': 'Secret'}],3.0,,,Frost,,Hall of Fame,,
415,Mind Control Tech,Hall of Fame,Minion,"[x]<b>Battlecry:</b> If your opponent\nhas 4 or more minions, take\n control of one at random.",Neutral,Rare,3.0,[{'name': 'Battlecry'}],3.0,3.0,,,,Hall of Fame,,
416,Auchenai Soulpriest,Hall of Fame,Minion,Your cards and powers that restore Health now deal damage instead.,Priest,Rare,5.0,,4.0,3.0,,,,Hall of Fame,,
418,Old Murk-Eye,Hall of Fame,Minion,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,Neutral,Legendary,4.0,[{'name': 'Charge'}],4.0,2.0,Murloc,,,Hall of Fame,,
421,Spellbreaker,Hall of Fame,Minion,<b>Battlecry:</b> <b>Silence</b> a_minion.,Neutral,Common,3.0,"[{'name': 'Silence'}, {'name': 'Battlecry'}]",4.0,4.0,,,,Hall of Fame,,
422,Azure Drake,Hall of Fame,Minion,<b>Spell Damage +1</b>\n<b>Battlecry:</b> Draw a card.,Neutral,Rare,4.0,"[{'name': 'Spell Damage'}, {'name': 'Battlecry'}]",5.0,4.0,Dragon,,,Hall of Fame,,
423,Doomguard,Hall of Fame,Minion,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,Warlock,Rare,7.0,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",5.0,5.0,Demon,,,Hall of Fame,,
424,Elite Tauren Chieftain,Hall of Fame,Minion,<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),Neutral,Legendary,5.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Hall of Fame,,
425,Glitter Moth,Hall of Fame,Minion,"<b>Battlecry:</b> If your deck has only odd-Cost cards, double the Health of your other minions.",Priest,Epic,4.0,[{'name': 'Battlecry'}],5.0,4.0,Beast,,,Hall of Fame,,
426,Gloom Stag,Hall of Fame,Minion,"<b>Taunt</b>\n<b>Battlecry:</b> If your deck has only odd-Cost cards, gain +2/+2.",Druid,Epic,6.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",5.0,2.0,Beast,,,Hall of Fame,,
427,Leeroy Jenkins,Hall of Fame,Minion,<b>Charge</b>. <b>Battlecry:</b> Summon two 1/1 Whelps for your opponent.,Neutral,Legendary,2.0,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",5.0,6.0,,,,Hall of Fame,,
428,Gelbin Mekkatorque,Hall of Fame,Minion,<b>Battlecry:</b> Summon an AWESOME invention.,Neutral,Legendary,6.0,[{'name': 'Battlecry'}],6.0,6.0,,,,Hall of Fame,,
429,Genn Greymane,Hall of Fame,Minion,"[x]<b>Start of Game:</b>\nIf your deck has only even-\nCost cards, your starting\nHero Power costs (1).",Neutral,Legendary,5.0,,6.0,6.0,,,,Hall of Fame,,
430,Holy Fire,Hall of Fame,Spell,Deal $5 damage. Restore #5 Health to your hero.,Priest,Rare,,,6.0,,,Holy,,Hall of Fame,,
431,Sylvanas Windrunner,Hall of Fame,Minion,<b>Deathrattle:</b> Take\ncontrol of a random\nenemy minion.,Neutral,Legendary,5.0,[{'name': 'Deathrattle'}],6.0,5.0,,,,Hall of Fame,,
432,Vanish,Hall of Fame,Spell,Return all minions to their owner's hand.,Rogue,Common,,,6.0,,,,,Hall of Fame,,
433,Prophet Velen,Hall of Fame,Minion,Double the damage and healing of your spells and Hero Power.,Priest,Legendary,7.0,,7.0,7.0,,,,Hall of Fame,,
434,Ragnaros the Firelord,Hall of Fame,Minion,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",Neutral,Legendary,8.0,,8.0,8.0,Elemental,,,Hall of Fame,,
435,Baku the Mooneater,Hall of Fame,Minion,"[x]<b>Start of Game:</b>\nIf your deck has only odd-\nCost cards, upgrade\nyour Hero Power.",Neutral,Legendary,8.0,,9.0,7.0,Beast,,,Hall of Fame,,
436,Mountain Giant,Hall of Fame,Minion,Costs (1) less for each other card in your hand.,Neutral,Epic,8.0,,12.0,8.0,Elemental,,,Hall of Fame,,
437,Molten Giant,Hall of Fame,Minion,Costs (1) less for each damage your hero has taken.,Neutral,Epic,8.0,,20.0,8.0,Elemental,,,Hall of Fame,,
565,Avenge,Naxxramas,Spell,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",Paladin,Common,,[{'name': 'Secret'}],1.0,,,Holy,,Naxxramas,,
580,Undertaker,Naxxramas,Minion,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1/+1.",Neutral,Common,2.0,[{'name': 'Deathrattle'}],1.0,1.0,,,,Naxxramas,,
582,Webspinner,Naxxramas,Minion,<b>Deathrattle:</b> Add a random Beast card to your hand.,Hunter,Common,1.0,[{'name': 'Deathrattle'}],1.0,1.0,Beast,,,Naxxramas,,
583,Zombie Chow,Naxxramas,Minion,<b>Deathrattle:</b> Restore #5 Health to the enemy hero.,Neutral,Common,3.0,[{'name': 'Deathrattle'}],1.0,2.0,,,,Naxxramas,,
585,Echoing Ooze,Naxxramas,Minion,<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.,Neutral,Epic,2.0,[{'name': 'Battlecry'}],2.0,1.0,,,,Naxxramas,,
587,Haunted Creeper,Naxxramas,Minion,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,Neutral,Common,2.0,[{'name': 'Deathrattle'}],2.0,1.0,Beast,,,Naxxramas,,
588,Mad Scientist,Naxxramas,Minion,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,Neutral,Common,2.0,"[{'name': 'Secret'}, {'name': 'Deathrattle'}]",2.0,2.0,,,,Naxxramas,,
592,Nerub'ar Weblord,Naxxramas,Minion,Minions with <b>Battlecry</b> cost (2) more.,Neutral,Common,4.0,"[{'name': 'Battlecry'}, {'name': 'Aura'}]",2.0,1.0,,,,Naxxramas,,
595,Nerubian Egg,Naxxramas,Minion,<b>Deathrattle:</b> Summon a 4/4 Nerubian.,Neutral,Rare,2.0,[{'name': 'Deathrattle'}],2.0,0.0,,,,Naxxramas,,
598,Reincarnate,Naxxramas,Spell,"Destroy a minion, then return it to life with full Health.",Shaman,Common,,,2.0,,,Nature,,Naxxramas,,
605,Unstable Ghoul,Naxxramas,Minion,<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,Neutral,Common,3.0,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",2.0,1.0,,,,Naxxramas,,
606,Dancing Swords,Naxxramas,Minion,<b>Deathrattle:</b> Your opponent draws a card.,Neutral,Common,4.0,[{'name': 'Deathrattle'}],3.0,4.0,,,,Naxxramas,,
607,Dark Cultist,Naxxramas,Minion,<b>Deathrattle:</b> Give a random friendly minion +3 Health.,Priest,Common,4.0,[{'name': 'Deathrattle'}],3.0,3.0,,,,Naxxramas,,
608,Deathlord,Naxxramas,Minion,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,Neutral,Rare,8.0,"[{'name': 'Deathrattle'}, {'name': 'Taunt'}]",3.0,2.0,,,,Naxxramas,,
609,Duplicate,Naxxramas,Spell,"<b>Secret:</b> When a friendly minion dies, put 2 copies of it into your hand.",Mage,Common,,[{'name': 'Secret'}],3.0,,,Arcane,,Naxxramas,,
620,Shade of Naxxramas,Naxxramas,Minion,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",Neutral,Epic,2.0,[{'name': 'Stealth'}],3.0,2.0,,,,Naxxramas,,
625,Stoneskin Gargoyle,Naxxramas,Minion,"At the start of your turn, restore this minion to full Health.",Neutral,Common,4.0,,3.0,1.0,,,,Naxxramas,,
632,Anub'ar Ambusher,Naxxramas,Minion,<b>Deathrattle:</b> Return a random friendly minion to your hand.,Rogue,Common,5.0,[{'name': 'Deathrattle'}],4.0,5.0,,,,Naxxramas,,
633,Baron Rivendare,Naxxramas,Minion,Your minions trigger their <b>Deathrattles</b> twice.,Neutral,Legendary,7.0,"[{'name': 'Deathrattle'}, {'name': 'Aura'}]",4.0,1.0,,,,Naxxramas,,
634,Death's Bite,Naxxramas,Weapon,<b>Deathrattle:</b> Deal 1 damage to all minions.,Warrior,Common,,[{'name': 'Deathrattle'}],4.0,4.0,,,2.0,Naxxramas,,
641,Poison Seeds,Naxxramas,Spell,Destroy all minions and summon 2/2 Treants to replace them.,Druid,Common,,,4.0,,,Nature,,Naxxramas,,
642,Voidcaller,Naxxramas,Minion,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,Warlock,Common,4.0,[{'name': 'Deathrattle'}],4.0,3.0,Demon,,,Naxxramas,,
643,Wailing Soul,Naxxramas,Minion,<b>Battlecry: Silence</b> your other minions.,Neutral,Rare,5.0,"[{'name': 'Silence'}, {'name': 'Battlecry'}]",4.0,3.0,,,,Naxxramas,,
644,Feugen,Naxxramas,Minion,"<b>Deathrattle:</b> If Stalagg also died this game, summon Thaddius.",Neutral,Legendary,7.0,[{'name': 'Deathrattle'}],5.0,4.0,,,,Naxxramas,,
647,Loatheb,Naxxramas,Minion,<b>Battlecry:</b> Enemy spells cost (5) more next turn.,Neutral,Legendary,5.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Naxxramas,,
652,Sludge Belcher,Naxxramas,Minion,<b>Taunt\nDeathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.,Neutral,Rare,5.0,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",5.0,3.0,,,,Naxxramas,,
653,Spectral Knight,Naxxramas,Minion,Can't be targeted by spells or Hero Powers.,Neutral,Common,6.0,,5.0,4.0,,,,Naxxramas,,
655,Stalagg,Naxxramas,Minion,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",Neutral,Legendary,4.0,[{'name': 'Deathrattle'}],5.0,7.0,,,,Naxxramas,,
658,Maexxna,Naxxramas,Minion,<b>Poisonous</b>,Neutral,Legendary,8.0,[{'name': 'Poisonous'}],6.0,2.0,Beast,,,Naxxramas,,
664,Kel'Thuzad,Naxxramas,Minion,"At the end of each turn, summon all friendly minions that died this turn.",Neutral,Legendary,8.0,,8.0,6.0,,,,Naxxramas,,
706,Target Dummy,Goblins vs Gnomes,Minion,<b>Taunt</b>,Neutral,Rare,2.0,[{'name': 'Taunt'}],0.0,0.0,Mech,,,Goblins vs Gnomes,,
710,Clockwork Gnome,Goblins vs Gnomes,Minion,<b>Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,Neutral,Common,1.0,[{'name': 'Deathrattle'}],1.0,2.0,Mech,,,Goblins vs Gnomes,,
711,Cogmaster,Goblins vs Gnomes,Minion,Has +2 Attack while you have a Mech.,Neutral,Common,2.0,,1.0,1.0,,,,Goblins vs Gnomes,,
715,Light of the Naaru,Goblins vs Gnomes,Spell,"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",Priest,Rare,,,1.0,,,Holy,,Goblins vs Gnomes,,
718,Shadowbomber,Goblins vs Gnomes,Minion,<b>Battlecry:</b> Deal 3 damage to each hero.,Priest,Epic,1.0,[{'name': 'Battlecry'}],1.0,2.0,,,,Goblins vs Gnomes,,
720,Warbot,Goblins vs Gnomes,Minion,Has +1 Attack while damaged.,Warrior,Common,3.0,,1.0,1.0,Mech,,,Goblins vs Gnomes,,
722,Annoy-o-Tron,Goblins vs Gnomes,Minion,<b>Taunt</b>\n<b>Divine Shield</b>,Neutral,Common,2.0,"[{'name': 'Taunt'}, {'name': 'Divine Shield'}]",2.0,1.0,Mech,,,Goblins vs Gnomes,,
723,Anodized Robo Cub,Goblins vs Gnomes,Minion,<b>Taunt</b>. <b>Choose One -</b>\n+1 Attack; or +1 Health.,Druid,Common,2.0,[{'name': 'Taunt'}],2.0,2.0,Mech,,,Goblins vs Gnomes,,
725,Call Pet,Goblins vs Gnomes,Spell,"Draw a card.\nIf it's a Beast, it costs (4) less.",Hunter,Rare,,,2.0,,,,,Goblins vs Gnomes,,
726,Crackle,Goblins vs Gnomes,Spell,Deal $3-$6 damage. <b>Overload:</b> (1),Shaman,Common,,[{'name': 'Overload'}],2.0,,,Nature,,Goblins vs Gnomes,,
727,Darkbomb,Goblins vs Gnomes,Spell,Deal $3 damage.,Warlock,Common,,,2.0,,,Shadow,,Goblins vs Gnomes,,
728,Explosive Sheep,Goblins vs Gnomes,Minion,<b>Deathrattle:</b> Deal 2 damage to all minions.,Neutral,Common,1.0,[{'name': 'Deathrattle'}],2.0,1.0,Mech,,,Goblins vs Gnomes,,
729,Feign Death,Goblins vs Gnomes,Spell,Trigger all <b>Deathrattles</b> on your minions.,Hunter,Epic,,[{'name': 'Deathrattle'}],2.0,,,,,Goblins vs Gnomes,,
730,Flamecannon,Goblins vs Gnomes,Spell,Deal $4 damage to a random enemy minion.,Mage,Common,,,2.0,,,Fire,,Goblins vs Gnomes,,
